,과정명,학원명,기간,훈련비,정원,취업률,연령대,지역1,지역2
19,주택관리사(종합이론반),한국이러닝협회,56,692420,500,,66,서울,구로구
20,주택관리사(2차이론반),한국이러닝협회,28,254930,500,,,서울,구로구
21,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,,서울,강남구
22,[원패스] 주택관리사 2차 관계법규,사단법인 한국에듀테크산업협회,28,158650,500,,,서울,강남구
23,Wowpass! 주택관리사 1차 회계원리(이론+문제풀이) 합격반,한국이러닝협회,56,291060,500,,25,서울,구로구
24,Wowpass! 주택관리사 2차 주택관리관계법규 합격반,한국이러닝협회,28,166320,500,,,서울,구로구
25,[원패스] 주택관리사 1차 민법,사단법인 한국에듀테크산업협회,28,235870,500,,,서울,강남구
26,쇼핑몰 구축 및 디자인(카페24+스마트스토어+오픈마켓),인컴트랜드평생교육원,20,828480,20,,41,인천,부평구
27,"쇼핑몰(오픈마켓,스마트스토어) 판매자 양성과정",서울IT직업전문학교,40,1380800,20,43.9,44,서울,마포구
28,[원패스] 주택관리사 1차 민법,사단법인 한국에듀테크산업협회,28,235870,500,,,서울,강남구
29,[원패스] 주택관리사 2차 관계법규,사단법인 한국에듀테크산업협회,28,158650,500,,,서울,강남구
30,Wowpass! 주택관리사 1차 회계원리(이론+문제풀이) 합격반,한국이러닝협회,56,291060,500,,,서울,구로구
31,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,,서울,강남구
32,주택관리사(2차이론반),한국이러닝협회,28,254930,500,,62,서울,구로구
33,"쇼핑몰디자인 및 구축운영(포토샵, 사진촬영, 마케팅, 오픈마켓)",(주)미래인재개발원,40,1380800,24,54.2,33,대구,중구
34,Wowpass! 주택관리사 2차 주택관리관계법규 합격반,한국이러닝협회,28,166320,500,,,서울,구로구
35,Wowpass! 주택관리사 2차 공동주택관리실무 합격반,한국이러닝협회,28,151470,500,,,서울,구로구
36,주택관리사(종합이론반),한국이러닝협회,56,692420,500,,,서울,구로구
37,Wowpass! 주택관리사 1차 공동주택시설개론(이론+문제풀이) 합격반,한국이러닝협회,56,249480,500,,52,서울,구로구
38,주택관리사(1차이론반),한국이러닝협회,56,430460,500,,50,서울,구로구
39,Wowpass! 주택관리사 1차 민법(이론+문제풀이) 합격반,한국이러닝협회,28,198990,500,,59,서울,구로구
40,"글로벌셀러(이베이, 아마존) 양성 과정",서울IT직업전문학교,12,414240,20,43.9,38,서울,마포구
41,"글로벌셀러(이베이, 아마존) 양성 과정",서울IT직업전문학교,12,414240,20,43.9,38,서울,마포구
42,쇼핑몰 상품사진 촬영 및 상세페이지(이미지) 리터칭 과정,서울IT직업전문학교,10,345200,20,43.9,39,서울,마포구
43,네이버 쇼핑몰 제작,부산나래디자인학원,38,1035600,10,70.2,45,부산,중구
44,주택관리사(1차이론반),한국이러닝협회,56,430460,500,,58,서울,구로구
45,Wowpass! 주택관리사 1차 민법(이론+문제풀이) 합격반,한국이러닝협회,28,198990,500,,47,서울,구로구
46,주택관리사(2차이론반),한국이러닝협회,28,254930,500,,,서울,구로구
47,[원패스] 주택관리사 2차 관계법규,사단법인 한국에듀테크산업협회,28,158650,500,,,서울,강남구
48,Wowpass! 주택관리사 1차 회계원리(이론+문제풀이) 합격반,한국이러닝협회,56,291060,500,,38,서울,구로구
49,주택관리사(종합이론반),한국이러닝협회,56,692420,500,,55,서울,구로구
50,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,,서울,강남구
51,[원패스] 주택관리사 1차 민법,사단법인 한국에듀테크산업협회,28,235870,500,,,서울,강남구
52,Wowpass! 주택관리사 1차 공동주택시설개론(이론+문제풀이) 합격반,한국이러닝협회,56,249480,500,,,서울,구로구
53,Wowpass! 주택관리사 2차 주택관리관계법규 합격반,한국이러닝협회,28,166320,500,,,서울,구로구
54,Wowpass! 주택관리사 2차 공동주택관리실무 합격반,한국이러닝협회,28,151470,500,,,서울,구로구
55,쇼핑몰(오픈마켓/스마트스토어/스토어팜/B2B)판매자 양성,영등포평생교육원,50,1380800,20,42.4,40,서울,영등포구
56,Wowpass! 주택관리사 2차 주택관리관계법규 합격반,한국이러닝협회,28,166320,500,,57,서울,구로구
57,[원패스] 주택관리사 1차 민법,사단법인 한국에듀테크산업협회,28,235870,500,,,서울,강남구
58,Wowpass! 주택관리사 1차 공동주택시설개론(이론+문제풀이) 합격반,한국이러닝협회,56,249480,500,,58,서울,구로구
59,Wowpass! 주택관리사 2차 공동주택관리실무 합격반,한국이러닝협회,28,151470,500,,,서울,구로구
60,주택관리사(2차이론반),한국이러닝협회,28,254930,500,,,서울,구로구
61,Wowpass! 주택관리사 1차 민법(이론+문제풀이) 합격반,한국이러닝협회,28,198990,500,,54,서울,구로구
62,주택관리사(1차이론반),한국이러닝협회,56,430460,500,,55,서울,구로구
63,Wowpass! 주택관리사 1차 회계원리(이론+문제풀이) 합격반,한국이러닝협회,56,291060,500,,,서울,구로구
64,주택관리사(종합이론반),한국이러닝협회,56,692420,500,,42,서울,구로구
65,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,,서울,강남구
66,[원패스] 주택관리사 2차 관계법규,사단법인 한국에듀테크산업협회,28,158650,500,,,서울,강남구
67,카페24 쇼핑몰 구축과 운영,뉴컴퓨터학원,29,1380800,10,50,35,대전,서구
68,"쇼핑몰(오픈마켓,스마트스토어) 판매자 양성과정",서울IT직업전문학교,40,1380800,20,43.9,45,서울,마포구
69,전자상거래 오픈마켓 쇼핑몰 홈페이지 구축,열린컴퓨터학원,40,1380800,10,43.3,47,대전,대덕구
70,네이버 쇼핑몰 제작,부산나래디자인학원,38,1035600,10,70.2,45,부산,중구
71,해외 인터넷 쇼핑몰(아마존) 판매 기초 실무,씨이오창조인재개발원,51,1380800,15,53.3,35,경기,고양시
72,Wowpass! 주택관리사 2차 주택관리관계법규 합격반,한국이러닝협회,28,166320,500,,,서울,구로구
73,[원패스] 주택관리사 2차 관계법규,사단법인 한국에듀테크산업협회,28,158650,500,,,서울,강남구
74,주택관리사(1차이론반),한국이러닝협회,56,430460,500,,49,서울,구로구
75,Wowpass! 주택관리사 1차 회계원리(이론+문제풀이) 합격반,한국이러닝협회,56,291060,500,,,서울,구로구
76,주택관리사(종합이론반),한국이러닝협회,56,692420,500,,58,서울,구로구
77,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,,서울,강남구
78,Wowpass! 주택관리사 1차 민법(이론+문제풀이) 합격반,한국이러닝협회,28,198990,500,,,서울,구로구
79,Wowpass! 주택관리사 1차 공동주택시설개론(이론+문제풀이) 합격반,한국이러닝협회,56,249480,500,,38,서울,구로구
80,Wowpass! 주택관리사 2차 공동주택관리실무 합격반,한국이러닝협회,28,151470,500,,,서울,구로구
81,[원패스] 주택관리사 1차 민법,사단법인 한국에듀테크산업협회,28,235870,500,,,서울,강남구
82,주택관리사(2차이론반),한국이러닝협회,28,254930,500,,,서울,구로구
83,상가관리인(관리소장) 취업과정,하남컴퓨터학원,25,989000,30,,,경기,하남시
84,쇼핑몰(오픈마켓/스마트스토어/스토어팜/B2B)판매자 양성,영등포평생교육원,50,1380800,20,42.4,44,서울,영등포구
85,[원패스] 주택관리사 1차 민법,사단법인 한국에듀테크산업협회,28,235870,500,,,서울,강남구
86,[원패스] 주택관리사 2차 관계법규,사단법인 한국에듀테크산업협회,28,158650,500,,,서울,강남구
87,주택관리사(1차이론반),한국이러닝협회,56,430460,500,,48,서울,구로구
88,Wowpass! 주택관리사 1차 공동주택시설개론(이론+문제풀이) 합격반,한국이러닝협회,56,249480,500,,58,서울,구로구
89,Wowpass! 주택관리사 2차 공동주택관리실무 합격반,한국이러닝협회,28,151470,500,,,서울,구로구
90,주택관리사(종합이론반),한국이러닝협회,56,692420,500,,52,서울,구로구
91,Wowpass! 주택관리사 1차 민법(이론+문제풀이) 합격반,한국이러닝협회,28,198990,500,,60,서울,구로구
92,주택관리사(2차이론반),한국이러닝협회,28,254930,500,,60,서울,구로구
93,Wowpass! 주택관리사 1차 회계원리(이론+문제풀이) 합격반,한국이러닝협회,56,291060,500,,,서울,구로구
94,Wowpass! 주택관리사 2차 주택관리관계법규 합격반,한국이러닝협회,28,166320,500,,,서울,구로구
95,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,,서울,강남구
96,쇼핑몰(카페24) 구축 및 판매자 양성과정,서울IT직업전문학교,14,552320,20,43.9,39,서울,마포구
97,쇼핑몰 구축 및 디자인(카페24+스마트스토어+오픈마켓),인컴트랜드평생교육원,24,828480,20,,38,인천,부평구
98,포토샵/일러스트 활용 오픈마켓/쇼핑몰 상세페이지 마케팅(온라인 마케팅1),와이리더스 컴퓨터학원,41,1380800,12,50,31,서울,광진구
99,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,29,서울,강남구
100,주택관리사(1차이론반),한국이러닝협회,56,430460,500,,47,서울,구로구
101,주택관리사(2차이론반),한국이러닝협회,28,254930,500,,,서울,구로구
102,Wowpass! 주택관리사 1차 회계원리(이론+문제풀이) 합격반,한국이러닝협회,56,291060,500,,41,서울,구로구
103,Wowpass! 주택관리사 1차 공동주택시설개론(이론+문제풀이) 합격반,한국이러닝협회,56,249480,500,,44,서울,구로구
104,Wowpass! 주택관리사 2차 주택관리관계법규 합격반,한국이러닝협회,28,166320,500,,46,서울,구로구
105,Wowpass! 주택관리사 2차 공동주택관리실무 합격반,한국이러닝협회,28,151470,500,,46,서울,구로구
106,[원패스] 주택관리사 1차 민법,사단법인 한국에듀테크산업협회,28,235870,500,,,서울,강남구
107,[원패스] 주택관리사 2차 관계법규,사단법인 한국에듀테크산업협회,28,158650,500,,,서울,강남구
108,[원패스] 주택관리사 1차 시설개론,사단법인 한국에듀테크산업협회,28,209140,500,,,서울,강남구
109,Wowpass! 주택관리사 1차 민법(이론+문제풀이) 합격반,한국이러닝협회,28,198990,500,,25,서울,구로구
110,쇼핑몰 웹디자인,부산나래디자인학원,45,1242720,10,70.2,45,부산,중구
111,카페24 쇼핑몰 구축과 운영,뉴컴퓨터학원,50,1380800,10,50,32,대전,서구
112,주택관리사(1차이론반),한국이러닝협회,56,430460,500,,46,서울,구로구
113,Wowpass! 주택관리사 1차 민법(이론+문제풀이) 합격반,한국이러닝협회,28,198990,500,,63,서울,구로구
114,Wowpass! 주택관리사 2차 주택관리관계법규 합격반,한국이러닝협회,28,166320,500,,,서울,구로구
115,[원패스] 주택관리사 1차 민법,사단법인 한국에듀테크산업협회,28,235870,500,,,서울,강남구
116,Wowpass! 주택관리사 1차 회계원리(이론+문제풀이) 합격반,한국이러닝협회,56,291060,500,,56,서울,구로구
117,Wowpass! 주택관리사 1차 공동주택시설개론(이론+문제풀이) 합격반,한국이러닝협회,56,249480,500,,56,서울,구로구
118,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,,서울,강남구
119,Wowpass! 주택관리사 2차 공동주택관리실무 합격반,한국이러닝협회,28,151470,500,,,서울,구로구
120,[원패스] 주택관리사 2차 관계법규,사단법인 한국에듀테크산업협회,28,158650,500,,,서울,강남구
121,주택관리사(2차이론반),한국이러닝협회,28,254930,500,,,서울,구로구
122,[원패스] 주택관리사 1차 시설개론,사단법인 한국에듀테크산업협회,28,209140,500,,,서울,강남구
123,카페24 쇼핑몰 구축과 운영,뉴컴퓨터학원,40,1380800,10,50,46,대전,서구
124,전자상거래 오픈마켓 쇼핑몰 홈페이지 구축,열린컴퓨터학원,40,1380800,10,43.3,41,대전,대덕구
125,"쇼핑몰디자인 및 구축운영(포토샵, 사진촬영, 마케팅, 오픈마켓)",(주)미래인재개발원,40,1380800,24,54.2,38,대구,중구
126,전자상거래 디지털마케팅 실무자 양성과정,도와세움 평생교육센터,25,1400000,38,,27,서울,중구
127,쇼핑몰(오픈마켓/스마트스토어/스토어팜/B2B)판매자 양성,영등포평생교육원,50,1380800,20,42.4,42,서울,영등포구
128,"글로벌셀러(이베이, 아마존) 양성 과정",서울IT직업전문학교,12,414240,20,43.9,39,서울,마포구
129,Wowpass! 주택관리사 2차 공동주택관리실무 합격반,한국이러닝협회,28,151470,500,,,서울,구로구
130,[원패스] 주택관리사 2차 관계법규,사단법인 한국에듀테크산업협회,28,158650,500,,,서울,강남구
131,[원패스] 주택관리사 1차 시설개론,사단법인 한국에듀테크산업협회,28,209140,500,,,서울,강남구
132,주택관리사(1차이론반),한국이러닝협회,56,430460,500,,46,서울,구로구
133,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,41,서울,강남구
134,주택관리사(2차이론반),한국이러닝협회,28,254930,500,,,서울,구로구
135,Wowpass! 주택관리사 1차 회계원리(이론+문제풀이) 합격반,한국이러닝협회,56,291060,500,,49,서울,구로구
136,Wowpass! 주택관리사 1차 공동주택시설개론(이론+문제풀이) 합격반,한국이러닝협회,56,249480,500,,40,서울,구로구
137,Wowpass! 주택관리사 2차 주택관리관계법규 합격반,한국이러닝협회,28,166320,500,,,서울,구로구
138,[원패스] 주택관리사 1차 민법,사단법인 한국에듀테크산업협회,28,235870,500,,,서울,강남구
139,Wowpass! 주택관리사 1차 민법(이론+문제풀이) 합격반,한국이러닝협회,28,198990,500,,49,서울,구로구
140,쇼핑몰 웹디자인,부산나래디자인학원,45,1242720,10,70.2,42,부산,중구
141,쇼핑몰 상품사진 촬영 및 상세페이지(이미지) 리터칭 과정,서울IT직업전문학교,10,345200,20,43.9,40,서울,마포구
142,해외 인터넷 쇼핑몰(아마존) 판매 기초 실무,씨이오창조인재개발원,50,1380800,15,53.3,33,경기,고양시
143,[원패스] 주택관리사 1차 시설개론,사단법인 한국에듀테크산업협회,28,209140,500,,51,서울,강남구
144,주택관리사(1차이론반),한국이러닝협회,56,430460,500,,50,서울,구로구
145,Wowpass! 주택관리사 1차 회계원리(이론+문제풀이) 합격반,한국이러닝협회,56,291060,500,,52,서울,구로구
146,[원패스] 주택관리사 1차 민법,사단법인 한국에듀테크산업협회,28,235870,500,,51,서울,강남구
147,Wowpass! 주택관리사 1차 민법(이론+문제풀이) 합격반,한국이러닝협회,28,198990,500,,49,서울,구로구
148,Wowpass! 주택관리사 1차 공동주택시설개론(이론+문제풀이) 합격반,한국이러닝협회,56,249480,500,,,서울,구로구
149,Wowpass! 주택관리사 2차 주택관리관계법규 합격반,한국이러닝협회,28,166320,500,,,서울,구로구
150,Wowpass! 주택관리사 2차 공동주택관리실무 합격반,한국이러닝협회,28,151470,500,,,서울,구로구
151,"쇼핑몰(오픈마켓,스마트스토어) 판매자 양성과정",서울IT직업전문학교,40,1380800,20,43.9,44,서울,마포구
152,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,45,서울,강남구
153,[원패스] 주택관리사 2차 관계법규,사단법인 한국에듀테크산업협회,28,158650,500,,,서울,강남구
154,주택관리사(2차이론반),한국이러닝협회,28,254930,500,,,서울,구로구
155,쇼핑몰(오픈마켓/스마트스토어/스토어팜/B2B)판매자 양성,영등포평생교육원,50,1380800,20,42.4,46,서울,영등포구
156,e-플랫폼 기반 중국 비즈니스 전문가 양성과정,사단법인 충남산학융합원,53,4025000,20,,23,강원,원주시
157,Wowpass! 주택관리사 1차 공동주택시설개론(이론+문제풀이) 합격반,한국이러닝협회,56,249480,500,,48,서울,구로구
158,Wowpass! 주택관리사 2차 공동주택관리실무 합격반,한국이러닝협회,28,151470,500,,,서울,구로구
159,주택관리사(1차이론반),한국이러닝협회,56,430460,500,,,서울,구로구
160,주택관리사(2차이론반),한국이러닝협회,28,254930,500,,,서울,구로구
161,Wowpass! 주택관리사 1차 민법(이론+문제풀이) 합격반,한국이러닝협회,28,198990,500,,49,서울,구로구
162,Wowpass! 주택관리사 2차 주택관리관계법규 합격반,한국이러닝협회,28,166320,500,,,서울,구로구
163,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,26,서울,강남구
164,[원패스] 주택관리사 1차 시설개론,사단법인 한국에듀테크산업협회,28,209140,500,,48,서울,강남구
165,Wowpass! 주택관리사 1차 회계원리(이론+문제풀이) 합격반,한국이러닝협회,56,291060,500,,48,서울,구로구
166,[원패스] 주택관리사 1차 민법,사단법인 한국에듀테크산업협회,28,235870,500,,61,서울,강남구
167,[원패스] 주택관리사 2차 관계법규,사단법인 한국에듀테크산업협회,28,158650,500,,49,서울,강남구
168,쇼핑몰 디자인 및 마케팅,노원여성인력개발센터,30,828480,18,,43,서울,노원구
169,"글로벌셀러(이베이, 아마존) 양성 과정",서울IT직업전문학교,20,414240,20,43.9,36,서울,마포구
170,전자상거래 디지털마케팅 및 PR 실무자 양성과정,도와세움 평생교육센터,36,2000000,38,,26,서울,중구
171,해외 인터넷 쇼핑몰(아마존) 판매 기초 실무,씨이오창조인재개발원,50,1380800,15,53.3,41,경기,고양시
172,[원패스] 주택관리사 1차 민법,사단법인 한국에듀테크산업협회,28,235870,500,,,서울,강남구
173,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,61,서울,강남구
174,[원패스] 주택관리사 2차 관계법규,사단법인 한국에듀테크산업협회,28,158650,500,,,서울,강남구
175,Wowpass! 주택관리사 1차 민법(이론+문제풀이) 합격반,한국이러닝협회,28,198990,500,,40,서울,구로구
176,Wowpass! 주택관리사 1차 회계원리(이론+문제풀이) 합격반,한국이러닝협회,56,291060,500,,,서울,구로구
177,Wowpass! 주택관리사 2차 주택관리관계법규 합격반,한국이러닝협회,28,166320,500,,,서울,구로구
178,Wowpass! 주택관리사 1차 공동주택시설개론(이론+문제풀이) 합격반,한국이러닝협회,56,249480,500,,,서울,구로구
179,주택관리사(1차이론반),한국이러닝협회,56,430460,500,,28,서울,구로구
180,Wowpass! 주택관리사 2차 공동주택관리실무 합격반,한국이러닝협회,28,151470,500,,,서울,구로구
181,주택관리사(2차이론반),한국이러닝협회,28,254930,500,,,서울,구로구
182,[원패스] 주택관리사 1차 시설개론,사단법인 한국에듀테크산업협회,28,209140,500,,,서울,강남구
183,쇼핑몰(카페24+오픈마켓+스마트스토어) 관리자양성,고양여성인력개발센터,33,911320,20,60,41,경기,고양시
184,전자상거래 디지털마케팅 실무자 양성과정,도와세움 평생교육센터,25,1400000,38,,25,서울,중구
185,영업마케팅전문가과정1,(사)인재육성아카데미,38,2956800,30,,23,광주,동구
186,네이버 쇼핑몰 제작,부산나래디자인학원,38,1035600,10,70.2,38,부산,중구
187,"쇼핑몰 구축 및 운영 (오픈마켓, 마케팅, 개인쇼핑몰 구축)",(주)미래인재개발원,40,1380800,24,54.2,38,대구,중구
188,[원패스] 주택관리사 2차 관계법규,사단법인 한국에듀테크산업협회,28,158650,500,,,서울,강남구
189,주택관리사(2차이론반),한국이러닝협회,28,254930,500,,51,서울,구로구
190,[원패스] 주택관리사 1차 시설개론,사단법인 한국에듀테크산업협회,28,209140,500,,,서울,강남구
191,Wowpass! 주택관리사 1차 공동주택시설개론(이론+문제풀이) 합격반,한국이러닝협회,56,249480,500,,,서울,구로구
192,Wowpass! 주택관리사 2차 공동주택관리실무 합격반,한국이러닝협회,28,151470,500,,,서울,구로구
193,Wowpass! 주택관리사 1차 민법(이론+문제풀이) 합격반,한국이러닝협회,28,198990,500,,47,서울,구로구
194,주택관리사(1차이론반),한국이러닝협회,56,430460,500,,,서울,구로구
195,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,37,서울,강남구
196,Wowpass! 주택관리사 1차 회계원리(이론+문제풀이) 합격반,한국이러닝협회,56,291060,500,,,서울,구로구
197,Wowpass! 주택관리사 2차 주택관리관계법규 합격반,한국이러닝협회,28,166320,500,,,서울,구로구
198,[원패스] 주택관리사 1차 민법,사단법인 한국에듀테크산업협회,28,235870,500,,,서울,강남구
199,쇼핑몰(오픈마켓/스마트스토어/스토어팜/B2B)판매자 양성,영등포평생교육원,50,1380800,20,42.4,42,서울,영등포구
200,[원패스] 주택관리사 1차 시설개론,사단법인 한국에듀테크산업협회,28,209140,500,,,서울,강남구
201,주택관리사_주택관리관계법규,한국이러닝협회,40,121770,500,,,서울,구로구
202,Wowpass! 주택관리사 1차 공동주택시설개론(이론+문제풀이) 합격반,한국이러닝협회,83,249480,500,,51,서울,구로구
203,Wowpass! 주택관리사 1차 민법(이론+문제풀이) 합격반,한국이러닝협회,28,198990,500,,,서울,구로구
204,Wowpass! 주택관리사 1차 회계원리(이론+문제풀이) 합격반,한국이러닝협회,56,291060,500,,,서울,구로구
205,Wowpass! 주택관리사 2차 주택관리관계법규 합격반,한국이러닝협회,28,166320,500,,,서울,구로구
206,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,,서울,강남구
207,주택관리사(2차이론반),한국이러닝협회,28,254930,500,,,서울,구로구
208,[원패스] 주택관리사 1차 민법,사단법인 한국에듀테크산업협회,28,235870,500,,,서울,강남구
209,주택관리사_민법,한국이러닝협회,40,121770,500,,60,서울,구로구
210,주택관리사(1차이론반),한국이러닝협회,56,430460,500,,,서울,구로구
211,[원패스] 주택관리사 2차 관계법규,사단법인 한국에듀테크산업협회,28,158650,500,,,서울,강남구
212,Wowpass! 주택관리사 1차 공동주택시설개론(이론+문제풀이) 합격반,한국이러닝협회,56,249480,500,,50,서울,구로구
213,Wowpass! 주택관리사 2차 공동주택관리실무 합격반,한국이러닝협회,28,151470,500,,,서울,구로구
214,주택관리사_공동주택관리실무,한국이러닝협회,30,92070,500,,,서울,구로구
215,주택관리사 자격대비반(민법),한국이러닝협회,50,183470,500,,,서울,구로구
216,주택관리사_공동주택시설개론,한국이러닝협회,47,142560,500,,,서울,구로구
217,Wowpass! 주택관리사 1차 민법(이론+문제풀이) 합격반,한국이러닝협회,66,198990,500,,51,서울,구로구
218,"글로벌셀러(이베이, 아마존) 양성 과정",서울IT직업전문학교,12,414240,20,43.9,38,서울,마포구
219,"쇼핑몰(오픈마켓,스마트스토어) 판매자 양성과정",서울IT직업전문학교,40,1380800,20,43.9,42,서울,마포구
220,전자상거래 오픈마켓 쇼핑몰 홈페이지 구축,열린컴퓨터학원,40,1380800,10,43.3,37,대전,대덕구
221,쇼핑몰 상품사진 촬영 및 상세페이지(이미지) 리터칭 과정,서울IT직업전문학교,10,345200,20,43.9,39,서울,마포구
222,주택관리사_공동주택관리실무,한국이러닝협회,30,92070,500,,,서울,구로구
223,주택관리사 자격대비반(민법),한국이러닝협회,50,183470,500,,47,서울,구로구
224,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,,서울,강남구
225,[원패스] 주택관리사 1차 민법,사단법인 한국에듀테크산업협회,28,235870,500,,58,서울,강남구
226,[원패스] 주택관리사 1차 시설개론,사단법인 한국에듀테크산업협회,28,209140,500,,,서울,강남구
227,주택관리사_민법,한국이러닝협회,40,121770,500,,47,서울,구로구
228,[원패스] 주택관리사 2차 관계법규,사단법인 한국에듀테크산업협회,28,158650,500,,,서울,강남구
229,주택관리사_주택관리관계법규,한국이러닝협회,40,121770,500,,,서울,구로구
230,주택관리사_공동주택시설개론,한국이러닝협회,47,142560,500,,54,서울,구로구
231,전자상거래 디지털마케팅 실무자 양성과정,도와세움 평생교육센터,25,1400000,38,,27,서울,중구
232,카페24 쇼핑몰 구축과 운영,뉴컴퓨터학원,40,1380800,10,50,32,대전,서구
233,빅데이터 활용 웹미디어 콘텐츠 마케터,목포대학교,94,7794500,10,,24,전남,무안군
234,쇼핑몰 상품사진 촬영 및 상세페이지(이미지) 리터칭 과정,서울IT직업전문학교,10,345200,20,43.9,37,서울,마포구
235,포토샵/일러스트 활용 오픈마켓/쇼핑몰 상세페이지 마케팅(온라인 마케팅1),와이리더스 컴퓨터학원,40,1380800,12,50,35,서울,광진구
236,전자상거래 디지털마케팅 및 PR 실무자 양성과정,도와세움 평생교육센터,36,2000000,38,,25,서울,중구
237,쇼핑몰(오픈마켓/스마트스토어/스토어팜/B2B)판매자 양성,영등포평생교육원,50,1380800,20,42.4,39,서울,영등포구
238,"쇼핑몰(오픈마켓,스마트스토어) 판매자 양성과정",서울IT직업전문학교,40,1380800,20,43.9,38,서울,마포구
239,주택관리사_민법,한국이러닝협회,40,121770,500,,43,서울,구로구
240,[원패스] 주택관리사 1차 민법,사단법인 한국에듀테크산업협회,28,235870,500,,57,서울,강남구
241,[원패스] 주택관리사 2차 관계법규,사단법인 한국에듀테크산업협회,28,158650,500,,,서울,강남구
242,주택관리사_공동주택시설개론,한국이러닝협회,47,142560,500,,49,서울,구로구
243,주택관리사_주택관리관계법규,한국이러닝협회,40,121770,500,,56,서울,구로구
244,[원패스] 주택관리사 1차 기초,사단법인 한국에듀테크산업협회,28,128890,500,,,서울,강남구
245,[원패스] 주택관리사 1차 시설개론,사단법인 한국에듀테크산업협회,28,209140,500,,46,서울,강남구
246,주택관리사_공동주택관리실무,한국이러닝협회,30,92070,500,,,서울,구로구
247,주택관리사 자격대비반(민법),한국이러닝협회,50,183470,500,,47,서울,구로구
248,해외 인터넷 쇼핑몰(아마존) 판매 기초 실무,씨이오창조인재개발원,50,1380800,15,53.3,39,경기,고양시
249,카페24로 온라인 쇼핑몰 구축과 운영,뉴컴퓨터학원,69,952750,10,50,49,대전,서구
250,쇼핑몰 창업과 마케팅 (포토샵 / 카페24 / 블로그 / 상품촬영),수성컴퓨터학원,49,1380800,15,,36,대구,수성구
251,네이버 쇼핑몰 제작,부산나래디자인학원,38,1035600,10,70.2,39,부산,중구
