,과정명,학원명,기간,훈련비,정원,취업률,연령대,지역1,지역2,NCS,과정
187,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,52.0,부산,동구,07_사회복지종교,베이비시터
188,직업상담사2급 자격(1차 필기),부산예일직업전문학교,26,655550,20,34.1,34.0,부산,부산진구,07_사회복지종교,직업상담
189,직업상담사2급 1차 필기과정,(주)조근혜 부설 대전직업상담사학원,28,706970,15,48.8,38.0,대전,서구,07_사회복지종교,직업상담
190,직업상담사2급 자격 취득과정,송파여성인력개발센터,36,925480,23,40.2,44.0,서울,송파구,07_사회복지종교,직업상담
191,"직업상담사2급 자격 취득과정(1,2차 통합)",(주)이룸리더십연구원 이룸리더십학원,45,1156860,20,33.3,36.0,인천,남동구,07_사회복지종교,직업상담
192,직업상담사 실무과정,(주)조근혜 부설 대전직업상담사학원,16,385620,15,48.8,42.0,대전,서구,07_사회복지종교,직업상담
193,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,,부산,동구,07_사회복지종교,베이비시터
194,"직업상담사 2급 자격증 취득과정(1차,2차 통합)",휴먼평생직업교육학원,45,1156860,18,43.5,39.0,전북,전주시,07_사회복지종교,직업상담
195,[과정평가형] 2020년 직업상담사2급 자격증취득과정,인지어스평생교육원,69,2793670,20,52.1,37.0,서울,강남구,07_사회복지종교,직업상담
196,산모신생아 건강관리사 양성,엘림평생교육원,15,373260,12,56.8,,부산,동구,07_사회복지종교,건강관리
197,직업상담사2급 자격증 취득과정,미토직업전문학교,30,771240,20,35.5,41.0,부산,부산진구,07_사회복지종교,직업상담
198,[전직지원] 생애설계 심화과정,인지어스평생교육원,14,257080,20,52.1,53.0,서울,강남구,07_사회복지종교,전직지원
199,직업상담사2급 취득(필기+실기),성남여성인력개발센터,34,899780,20,30.0,41.0,경기,성남시,07_사회복지종교,직업상담
200,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,54.0,부산,동구,07_사회복지종교,베이비시터
201,직업상담사2급 자격(1차 필기),부산예일직업전문학교,21,655550,20,34.1,37.0,부산,부산진구,07_사회복지종교,직업상담
202,Wowpass! 직업상담사 2급 실기(필답형 완성반),한국이러닝협회,28,157410,500,32.5,42.0,서울,구로구,07_사회복지종교,직업상담
203,직업상담사2급 자격증취득(1차+2차),이젠컴퓨터아트서비스학원,50,1285400,10,31.3,34.0,전북,전주시,07_사회복지종교,직업상담
204,원샷원킬! 직업상담사2급 필기실기 종합반,한국이러닝협회,56,461890,500,32.5,34.0,서울,구로구,07_사회복지종교,직업상담
205,원샷원킬! 직업상담사2급 실기대비반,한국이러닝협회,28,166620,500,32.5,41.0,서울,구로구,07_사회복지종교,직업상담
206,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,151470,500,32.3,26.0,서울,구로구,07_사회복지종교,사회복지
207,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,222750,500,32.3,26.0,서울,구로구,07_사회복지종교,사회복지
208,원샷원킬! 직업상담사2급 필기대비반,한국이러닝협회,56,303240,500,32.5,30.0,서울,구로구,07_사회복지종교,직업상담
209,Wowpass! 사회복지사 1급(사회복지정책과제도) 완벽 대비반(이론+문제풀이),한국이러닝협회,56,279180,500,32.3,45.0,서울,구로구,07_사회복지종교,사회복지
210,원샷원킬! 사회복지사1급 핵심이론+문제풀이,한국이러닝협회,56,459640,500,32.3,40.0,서울,구로구,07_사회복지종교,사회복지
211,Wowpass! 직업상담사 2급 필기 종합반(이론+문제풀이),한국이러닝협회,56,320760,500,32.5,44.0,서울,구로구,07_사회복지종교,직업상담
212,직업상담사 2급 취득(1차/2차),중앙직업전문학교,50,1285400,20,46.7,,인천,남동구,07_사회복지종교,직업상담
213,"직업상담사 2급 자격증 취득과정(필기, 실기)",다산직업전문학교,50,1285400,20,38.6,33.0,인천,미추홀구,07_사회복지종교,직업상담
214,직업상담사2급 자격증,새동아직업전문학교,31,796940,20,48.3,35.0,부산,사하구,07_사회복지종교,직업상담
215,[과정평가형] 직업상담사2급 자격증 취득,은평여성인력개발센터,79,3205300,22,33.7,43.0,서울,은평구,07_사회복지종교,직업상담
216,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,58.0,부산,동구,07_사회복지종교,베이비시터
217,NCS직업상담실무과정(직업상담사2급2차 실기),안양여성인력개발센터,13,480750,17,40.2,38.0,경기,안양시,07_사회복지종교,직업상담
218,"직업상담사 2급 자격 취득(1,2차 통합)",(재)대구직업전문학교,40,1285400,20,40.0,36.0,대구,북구,07_사회복지종교,직업상담
219,[2020 과정평가형 자격]직업상담사2급 자격증취득,서초여성인력개발센터,58,2834160,20,51.4,41.0,서울,서초구,07_사회복지종교,직업상담
220,2020직업상담사2급취득(1차+2차),원스톱직업학원,45,1156860,28,35.5,36.0,서울,노원구,07_사회복지종교,직업상담
221,산모신생아 건강관리사 양성,엘림평생교육원,10,373260,12,56.8,54.0,부산,동구,07_사회복지종교,건강관리
222,원샷원킬! 직업상담사2급 필기대비반,한국이러닝협회,56,303240,500,32.5,,서울,구로구,07_사회복지종교,직업상담
223,원샷원킬! 직업상담사2급 필기실기 종합반,한국이러닝협회,56,461890,500,32.5,48.0,서울,구로구,07_사회복지종교,직업상담
224,원샷원킬! 사회복지사1급 핵심이론+문제풀이,한국이러닝협회,56,459640,500,32.3,43.0,서울,구로구,07_사회복지종교,사회복지
225,원샷원킬! 직업상담사2급 실기대비반,한국이러닝협회,28,166620,500,32.5,,서울,구로구,07_사회복지종교,직업상담
226,Wowpass! 사회복지사 1급(사회복지정책과제도) 완벽 대비반(이론+문제풀이),한국이러닝협회,56,279180,500,32.3,41.0,서울,구로구,07_사회복지종교,사회복지
227,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,151470,500,32.3,36.0,서울,구로구,07_사회복지종교,사회복지
228,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,,서울,영등포구,07_사회복지종교,직업상담
229,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,222750,500,32.3,52.0,서울,구로구,07_사회복지종교,사회복지
230,Wowpass! 직업상담사 2급 필기 종합반(이론+문제풀이),한국이러닝협회,56,320760,500,32.5,43.0,서울,구로구,07_사회복지종교,직업상담
231,Wowpass! 직업상담사 2급 실기(필답형 완성반),한국이러닝협회,28,157410,500,32.5,,서울,구로구,07_사회복지종교,직업상담
232,직업상담사2급 자격증 취득과정(이론+실기),에듀인능력개발원,40,1028320,20,36.5,41.0,서울,구로구,07_사회복지종교,직업상담
233,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,57.0,부산,동구,07_사회복지종교,베이비시터
234,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,,부산,동구,07_사회복지종교,베이비시터
235,직업상담사2급 1차 필기과정,(주)조근혜 부설 대전직업상담사학원,28,706970,15,48.8,31.0,대전,서구,07_사회복지종교,직업상담
236,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,54.0,부산,동구,07_사회복지종교,베이비시터
237,직업상담사 2급 자격증 취득과정(필기/실기),강서여성인력개발센터,50,1285400,20,40.0,41.0,서울,강서구,07_사회복지종교,직업상담
238,직업상담사 2급(1차+2차)자격증 취득,종로여성인력개발센터,43,1105440,25,49.0,36.0,서울,종로구,07_사회복지종교,직업상담
239,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,55.0,부산,동구,07_사회복지종교,베이비시터
240,Wowpass! 직업상담사 2급 필기 종합반(이론+문제풀이),한국이러닝협회,56,320760,500,32.5,40.0,서울,구로구,07_사회복지종교,직업상담
241,Wowpass! 사회복지사 1급(사회복지정책과제도) 완벽 대비반(이론+문제풀이),한국이러닝협회,56,279180,500,32.3,45.0,서울,구로구,07_사회복지종교,사회복지
242,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,151470,500,32.3,,서울,구로구,07_사회복지종교,사회복지
243,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,222750,500,32.3,61.0,서울,구로구,07_사회복지종교,사회복지
244,원샷원킬! 사회복지사1급 핵심이론+문제풀이,한국이러닝협회,56,459640,500,32.3,39.0,서울,구로구,07_사회복지종교,사회복지
245,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,59.0,서울,영등포구,07_사회복지종교,직업상담
246,Wowpass! 직업상담사 2급 실기(필답형 완성반),한국이러닝협회,28,157410,500,32.5,41.0,서울,구로구,07_사회복지종교,직업상담
247,"직업상담사2급 자격 취득과정(1,2차 통합)",(주)이룸리더십연구원 이룸리더십학원,45,1156860,20,33.3,40.0,인천,남동구,07_사회복지종교,직업상담
248,직업상담사 2급 취득(1차/2차),중앙직업전문학교,50,1285400,20,46.7,38.0,인천,남동구,07_사회복지종교,직업상담
249,2020년 과정평가형자격 직업상담사 2급,스카우트부설평생교육원,70,3036600,25,43.8,37.0,서울,강남구,07_사회복지종교,직업상담
250,"직업상담사2급자격증취득과정(1차,2차)",현대직업전문학교,70,1349670,20,49.1,32.0,광주,서구,07_사회복지종교,직업상담
251,"직업상담사 2급 자격증 취득과정(1차,2차 통합)",휴먼평생직업교육학원,45,1156860,18,43.5,47.0,전북,전주시,07_사회복지종교,직업상담
252,"직업상담사 2급 국가기술자격 취득 과정(1,2차 통합)",씨앤씨직업상담학원,42,1079730,21,40.0,34.0,경기,수원시,07_사회복지종교,직업상담
253,직업상담사2급 자격(2차 실기),부산예일직업전문학교,26,655550,20,34.1,34.0,부산,부산진구,07_사회복지종교,직업상담
254,NCS직업상담사 2급 취득반,서울시중부여성발전센터,42,1079730,20,36.4,40.0,서울,마포구,07_사회복지종교,직업상담
255,직업상담사2급 실기과정,(주)조근혜 부설 대전직업상담사학원,16,398470,15,48.8,33.0,대전,서구,07_사회복지종교,직업상담
256,직업상담사 2급 자격증 취득과정(실기),다산직업전문학교,23,514160,20,38.6,42.0,인천,미추홀구,07_사회복지종교,직업상담
257,산모신생아 건강관리사 양성,엘림평생교육원,10,373260,12,56.8,,부산,동구,07_사회복지종교,건강관리
258,직업상담사2급 자격(2차 실기),부산예일직업전문학교,26,655550,20,34.1,35.0,부산,부산진구,07_사회복지종교,직업상담
259,직업상담사2급 실기과정,(주)조근혜 부설 대전직업상담사학원,18,398470,15,48.8,36.0,대전,서구,07_사회복지종교,직업상담
260,직업상담사2급 자격증 취득과정(이론+실기),에듀인능력개발원,40,1028320,20,36.5,35.0,서울,구로구,07_사회복지종교,직업상담
261,(2020과정평가형)직업상담사2급,원스톱직업학원,100,4048800,28,35.5,42.0,서울,노원구,07_사회복지종교,직업상담
262,직업상담사2급 자격 취득과정,천안여성인력개발센터,36,925480,24,35.2,41.0,충남,천안시,07_사회복지종교,직업상담
263,"직업상담사2급 자격증 취득(2차,실기)",(주)한양능력개발원,19,482020,20,35.1,,경기,고양시,07_사회복지종교,직업상담
264,직업상담사 양성과정(자격증취득),미토직업전문학교,50,1285400,24,35.5,36.0,부산,부산진구,07_사회복지종교,직업상담
265,"직업상담사2급(1차,2차) 자격증 취득",서대문여성인력개발센터,43,1105440,13,43.0,42.0,서울,서대문구,07_사회복지종교,직업상담
266,"직업상담사2급(1차,2차)취득",이젠컴퓨터아트서비스학원,50,1285400,10,31.3,34.0,전북,전주시,07_사회복지종교,직업상담
267,직업상담사2급 실기 자격증,미토직업전문학교,15,385620,20,35.5,39.0,부산,부산진구,07_사회복지종교,직업상담
268,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,54.0,부산,동구,07_사회복지종교,베이비시터
269,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,222750,500,32.3,33.0,서울,구로구,07_사회복지종교,사회복지
270,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,,서울,영등포구,07_사회복지종교,직업상담
271,원샷원킬! 사회복지사1급 핵심이론+문제풀이,한국이러닝협회,56,459640,500,32.3,36.0,서울,구로구,07_사회복지종교,사회복지
272,Wowpass! 사회복지사 1급(사회복지정책과제도) 완벽 대비반(이론+문제풀이),한국이러닝협회,56,279180,500,32.3,,서울,구로구,07_사회복지종교,사회복지
273,Wowpass! 직업상담사 2급 실기(필답형 완성반),한국이러닝협회,28,157410,500,32.5,44.0,서울,구로구,07_사회복지종교,직업상담
274,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,151470,500,32.3,42.0,서울,구로구,07_사회복지종교,사회복지
275,Wowpass! 직업상담사 2급 필기 종합반(이론+문제풀이),한국이러닝협회,56,320760,500,32.5,40.0,서울,구로구,07_사회복지종교,직업상담
276,"직업상담사 2급 자격증 취득과정(필기, 실기)",다산직업전문학교,50,1285400,20,38.6,36.0,인천,미추홀구,07_사회복지종교,직업상담
277,전직지원 컨설턴트 과정,인지어스평생교육원,36,1156860,20,52.1,42.0,서울,강남구,07_사회복지종교,전직지원
278,직업상담사2급 자격증 취득,영등포여성인력개발센터,42,1075200,20,37.5,43.0,서울,영등포구,07_사회복지종교,직업상담
279,직업상담사 2급(1차+2차)자격증 취득,종로여성인력개발센터,43,1105440,25,49.0,40.0,서울,종로구,07_사회복지종교,직업상담
280,NCS직업상담실무과정(직업상담사2급1차 필기),안양여성인력개발센터,16,608950,17,40.2,44.0,경기,안양시,07_사회복지종교,직업상담
281,직업상담사2급자격시험 대비반,안산여성인력개발센터,45,1156860,20,44.2,37.0,경기,안산시,07_사회복지종교,직업상담
282,산모신생아건강관리사 양성과정,(주)부모사랑유씨평생교육원,10,373260,30,57.9,55.0,경기,의정부시,07_사회복지종교,건강관리
283,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,,부산,동구,07_사회복지종교,베이비시터
284,"【 직업상담사 2급 】 자격증 취득 과정_직상2급 ( 1차 필기, 2차 실기 ) 대비",이젠아카데미컴퓨터학원,50,1285400,20,36.6,45.0,경기,성남시,07_사회복지종교,직업상담
285,"직업상담사 2급 자격증 취득과정 (1차, 2차)",(주)미래산업교육원 북부직업전문학교,50,1285400,20,39.7,41.0,경기,의정부시,07_사회복지종교,직업상담
286,"직업상담사2급 자격증 취득과정(필기,실기)",고양여성인력개발센터,45,1156860,24,24.0,39.0,경기,고양시,07_사회복지종교,직업상담
287,직업상담사 2급 자격증취득과정(필기+실기),(주)울산KH정보교육원,59,1542480,20,32.8,38.0,울산,남구,07_사회복지종교,직업상담
288,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,57.0,부산,동구,07_사회복지종교,베이비시터
289,직업상담사2급 자격 취득과정,송파여성인력개발센터,36,925480,23,40.2,41.0,서울,송파구,07_사회복지종교,직업상담
290,"직업상담사2급자격증취득과정(1차,2차)",현대직업전문학교,53,1349670,20,49.1,38.0,광주,서구,07_사회복지종교,직업상담
291,직업상담사 2급 취득(1차/2차),중앙직업전문학교,50,1285400,20,46.7,34.0,인천,남동구,07_사회복지종교,직업상담
292,Wowpass! 사회복지사 1급(사회복지정책과제도) 완벽 대비반(이론+문제풀이),한국이러닝협회,56,279180,500,32.3,50.0,서울,구로구,07_사회복지종교,사회복지
293,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,222750,500,32.3,43.0,서울,구로구,07_사회복지종교,사회복지
294,Wowpass! 직업상담사 2급 실기(필답형 완성반),한국이러닝협회,28,157410,500,32.5,42.0,서울,구로구,07_사회복지종교,직업상담
295,산모신생아 건강관리사 양성,엘림평생교육원,10,373260,12,56.8,51.0,부산,동구,07_사회복지종교,건강관리
296,원샷원킬! 사회복지사1급 핵심이론+문제풀이,한국이러닝협회,56,459640,500,32.3,41.0,서울,구로구,07_사회복지종교,사회복지
297,Wowpass! 직업상담사 2급 필기 종합반(이론+문제풀이),한국이러닝협회,56,320760,500,32.5,40.0,서울,구로구,07_사회복지종교,직업상담
298,"직업상담사 2급 자격 취득과정(1차필기, 2차실기 통합반)",영남직업능력개발원,47,1523190,20,43.4,38.0,대구,달서구,07_사회복지종교,직업상담
299,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,151470,500,32.3,,서울,구로구,07_사회복지종교,사회복지
300,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,54.0,서울,영등포구,07_사회복지종교,직업상담
301,직업상담사 2급 자격증 취득(필기+실기),은평여성인력개발센터,44,1156860,20,33.7,41.0,서울,은평구,07_사회복지종교,직업상담
302,"직업상담사 2급 자격증 취득과정(1차,2차 통합)",휴먼평생직업교육학원,45,1156860,18,43.5,37.0,전북,전주시,07_사회복지종교,직업상담
303,"직업상담사2급(1,2차)취득",서울특별시서부여성발전센터,38,1028320,17,36.4,46.0,서울,양천구,07_사회복지종교,직업상담
304,직업상담사2급 1차 필기과정,(주)조근혜 부설 대전직업상담사학원,26,706970,15,48.8,37.0,대전,서구,07_사회복지종교,직업상담
305,직업상담사 2급 자격증 취득(1차+2차)종합반,스카우트부설평생교육원,34,1298250,25,43.8,34.0,서울,강남구,07_사회복지종교,직업상담
306,직업상담사2급 1차 필기과정,(주)조근혜 부설 대전직업상담사학원,24,706970,15,48.8,39.0,대전,서구,07_사회복지종교,직업상담
307,직업상담사2급 자격증,미토직업전문학교,30,771240,20,35.5,36.0,부산,부산진구,07_사회복지종교,직업상담
308,"직업상담사 2급 자격 취득(1,2차 통합)",(재)대구직업전문학교,40,1285400,20,40.0,42.0,대구,북구,07_사회복지종교,직업상담
309,직업상담사(1차+2차)자격증,윤성회계캐드컴퓨터학원,45,1285400,20,33.3,26.0,대구,북구,07_사회복지종교,직업상담
310,"직업상담사2급 자격 취득과정(1,2차 통합)",(주)이룸리더십연구원 이룸리더십학원,45,1156860,20,33.3,37.0,인천,남동구,07_사회복지종교,직업상담
311,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,54.0,부산,동구,07_사회복지종교,베이비시터
312,직업상담사2급 자격(1차 필기),부산예일직업전문학교,25,655550,20,34.1,37.0,부산,부산진구,07_사회복지종교,직업상담
313,직업상담사2급 자격(1차 필기),부산예일직업전문학교,21,655550,20,34.1,33.0,부산,부산진구,07_사회복지종교,직업상담
314,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,222750,500,32.3,,서울,구로구,07_사회복지종교,사회복지
315,직업상담사 2급 한번에 끝내기 필기 과정,(사)한국디지털컨버전스협회,103,311850,500,29.3,39.0,서울,영등포구,07_사회복지종교,직업상담
316,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,50,151470,500,32.3,21.0,서울,구로구,07_사회복지종교,사회복지
317,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,74,222750,500,32.3,,서울,구로구,07_사회복지종교,사회복지
318,Wowpass! 직업상담사 2급 필기 종합반(이론+문제풀이),한국이러닝협회,56,320760,500,32.5,35.0,서울,구로구,07_사회복지종교,직업상담
319,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,39.0,서울,구로구,07_사회복지종교,직업상담
320,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,28,151470,500,32.3,,서울,구로구,07_사회복지종교,사회복지
321,Wowpass! 사회복지사 1급(사회복지정책과제도) 완벽 대비반(이론+문제풀이),한국이러닝협회,56,279180,500,32.3,43.0,서울,구로구,07_사회복지종교,사회복지
322,원샷원킬! 사회복지사1급 핵심이론+문제풀이,한국이러닝협회,56,459640,500,32.3,,서울,구로구,07_사회복지종교,사회복지
323,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,,서울,영등포구,07_사회복지종교,직업상담
324,Wowpass! 직업상담사 2급 실기(필답형 완성반),한국이러닝협회,28,157410,500,32.5,38.0,서울,구로구,07_사회복지종교,직업상담
325,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,53.0,부산,동구,07_사회복지종교,베이비시터
326,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,164,493020,500,29.3,32.0,서울,영등포구,07_사회복지종교,직업상담
327,사회복지사1급 자격증 취득과정(사회복지기초),한국이러닝협회,42,127710,500,32.3,,서울,구로구,07_사회복지종교,사회복지
328,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,,서울,구로구,07_사회복지종교,사회복지
329,직업상담사 2급 자격증 취득과정(필기),다산직업전문학교,30,771240,20,38.6,42.0,인천,미추홀구,07_사회복지종교,직업상담
330,2020직업상담사2급취득(1차+2차),원스톱직업학원,36,1156860,28,35.5,37.0,서울,노원구,07_사회복지종교,직업상담
331,직업상담사 현장실무,서대문여성인력개발센터,16,411320,18,43.0,40.0,서울,서대문구,07_사회복지종교,직업상담
332,직업상담사2급 자격증 취득과정(이론+실기),에듀인능력개발원,40,1028320,20,36.5,41.0,서울,구로구,07_사회복지종교,직업상담
333,"직업상담사2급 취득(필기,실기)",북인천직업전문학교,25,893350,13,57.1,44.0,인천,계양구,07_사회복지종교,직업상담
334,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,164,493020,500,29.3,31.0,서울,영등포구,07_사회복지종교,직업상담
335,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,74,222750,500,32.3,45.0,서울,구로구,07_사회복지종교,사회복지
336,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,,서울,구로구,07_사회복지종교,사회복지
337,사회복지사1급 자격증 취득과정(사회복지기초),한국이러닝협회,42,127710,500,32.3,,서울,구로구,07_사회복지종교,사회복지
338,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,,서울,영등포구,07_사회복지종교,직업상담
339,직업상담사 2급 한번에 끝내기 필기 과정,(사)한국디지털컨버전스협회,103,311850,500,29.3,36.0,서울,영등포구,07_사회복지종교,직업상담
340,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,45.0,서울,구로구,07_사회복지종교,직업상담
341,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,50,151470,500,32.3,41.0,서울,구로구,07_사회복지종교,사회복지
342,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,56.0,부산,동구,07_사회복지종교,베이비시터
343,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,57.0,부산,동구,07_사회복지종교,베이비시터
344,"직업상담사2급(1차,2차)취득",이젠컴퓨터아트서비스학원,50,1285400,10,31.3,31.0,전북,전주시,07_사회복지종교,직업상담
345,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,36.0,서울,구로구,07_사회복지종교,직업상담
346,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,,서울,구로구,07_사회복지종교,사회복지
347,직업상담사 2급 한번에 끝내기 필기 과정,(사)한국디지털컨버전스협회,103,311850,500,29.3,38.0,서울,영등포구,07_사회복지종교,직업상담
348,사회복지사1급 자격증 취득과정(사회복지기초),한국이러닝협회,42,127710,500,32.3,45.0,서울,구로구,07_사회복지종교,사회복지
349,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,50,151470,500,32.3,,서울,구로구,07_사회복지종교,사회복지
350,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,33.0,서울,영등포구,07_사회복지종교,직업상담
351,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,164,493020,500,29.3,34.0,서울,영등포구,07_사회복지종교,직업상담
352,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,74,222750,500,32.3,,서울,구로구,07_사회복지종교,사회복지
353,[과정평가형자격] 직업상담사 취득,주경야독 직업전문학교,57,3036600,20,45.7,38.0,서울,금천구,07_사회복지종교,직업상담
354,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,,부산,동구,07_사회복지종교,베이비시터
355,직업상담사 2급 취득(1차/2차),중앙직업전문학교,50,1285400,20,46.7,44.0,인천,남동구,07_사회복지종교,직업상담
356,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,31.0,부산,동구,07_사회복지종교,베이비시터
357,직업상담사2급 자격(2차 실기),부산예일직업전문학교,26,655550,20,34.1,37.0,부산,부산진구,07_사회복지종교,직업상담
358,전직지원 전문 컨설턴트 과정,휴먼평생직업교육학원,15,385620,15,43.5,45.0,전북,전주시,07_사회복지종교,전직지원
359,직업상담사2급 2차 실기과정,(주)조근혜 부설 대전직업상담사학원,20,482020,15,48.8,37.0,대전,서구,07_사회복지종교,직업상담
360,직업상담사2급 자격증 취득과정(2차 실기),(주)이룸리더십연구원 이룸리더십학원,20,514160,20,33.3,33.0,인천,남동구,07_사회복지종교,직업상담
361,직업상담사2급 자격(2차 실기),부산예일직업전문학교,26,655550,20,34.1,34.0,부산,부산진구,07_사회복지종교,직업상담
362,직업상담사 2급 자격증 취득과정(실기),다산직업전문학교,27,514160,20,38.6,37.0,인천,미추홀구,07_사회복지종교,직업상담
363,직업상담사2급 취득(필기+실기),성남여성인력개발센터,35,899780,20,30.0,32.0,경기,성남시,07_사회복지종교,직업상담
364,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,55.0,부산,동구,07_사회복지종교,베이비시터
365,직업상담사2급 2차 실기과정,(주)조근혜 부설 대전직업상담사학원,20,482020,15,48.8,37.0,대전,서구,07_사회복지종교,직업상담
366,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,,부산,동구,07_사회복지종교,베이비시터
367,직업상담사 양성과정(자격증취득),미토직업전문학교,50,1285400,24,35.5,37.0,부산,부산진구,07_사회복지종교,직업상담
368,"직업상담사2급(1차,2차)취득",이젠컴퓨터아트서비스학원,50,1285400,10,31.3,30.0,전북,전주시,07_사회복지종교,직업상담
369,직업상담사 2급_과정평가형자격,새동아직업전문학교,57,2699200,20,48.3,35.0,부산,사하구,07_사회복지종교,직업상담
370,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,45.0,서울,구로구,07_사회복지종교,사회복지
371,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,164,493020,500,29.3,36.0,서울,영등포구,07_사회복지종교,직업상담
372,사회복지사1급 자격증 취득과정(사회복지기초),한국이러닝협회,42,127710,500,32.3,43.0,서울,구로구,07_사회복지종교,사회복지
373,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,41.0,서울,영등포구,07_사회복지종교,직업상담
374,직업상담사 2급 한번에 끝내기 필기 과정,(사)한국디지털컨버전스협회,103,311850,500,29.3,43.0,서울,영등포구,07_사회복지종교,직업상담
375,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,,서울,구로구,07_사회복지종교,직업상담
376,직업상담사2급 자격증,미토직업전문학교,35,771240,20,35.5,43.0,부산,부산진구,07_사회복지종교,직업상담
377,산모신생아 건강관리사 양성,엘림평생교육원,15,373260,12,56.8,,부산,동구,07_사회복지종교,건강관리
378,"직업상담사2급 자격증취득과정(1차,2차)",관악여성인력개발센터,35,893350,12,41.7,38.0,서울,관악구,07_사회복지종교,직업상담
